input,given,family,orcid,name,identifier,department,degree,start,end
Tina Liu,Tina,liu,0000-0003-1976-9808,Sichuan University,12530,History and Culture ,Ph.D Candidate,2011,2015
Tina Liu,Tina,Liu,0000-0003-0755-3495,,,,,,
Tina Liu,Tina,Liu,0009-0004-9449-1038,,,,,,
Tina Liu,Tina,Liu,0000-0001-5795-353X,,,,,,
Tina Liu,Tina,Liu,0009-0009-8246-7715,,,,,,
Tina Liu,Tina,Liu,0000-0003-1297-7102,Harvard University,1812,Cell Biology,Ph.D.,2008,2014
Tina Liu,Tina,Liu,0000-0003-1297-7102,Yale University,https://ror.org/03v76x132,Molecular Biophysics & Biochemistry,Bachelor of Science,2004,2008
Tina Liu,Tina C.,Liu,0000-0002-9500-9096,,,,,,
Tina Liu,Tina J.,Liu,0009-0004-8550-1628,McMaster University,https://ror.org/02fa3aq29,"Psychology, Neuroscience & Behaviour",Bachelor of Science,2023,2027
Kendra G. Bergstrom,Kendra,Bergstrom,0000-0003-4253-6551,,,,,,
Solomon Dobrowski,Solomon,Dobrowski,0000-0003-2561-3850,,,,,,
Michael Alan Emmett,Michael,Emmett,0000-0002-3284-1117,University of Pennsylvania,,Nephrology,Nephrology Fellowship,1974,1976
Michael Alan Emmett,Michael,Emmett,0000-0002-3284-1117,Yale University,,Internal Medicine,Residency,1971,1974
Michael Alan Emmett,Michael,Emmett,0000-0002-3284-1117,Temple University Medical School,,,MD,1967,1971
Michael Alan Emmett,Michael,Emmett,0000-0002-3284-1117,Pennsylvania State University,,,BS,1963,1967
Chris Feldman,Chris,Feldman,0000-0003-2988-3145,,,,,,
Xavier Mayali,Xavier,Mayali,0000-0002-2170-0773,,,,,,
Sandra Trujillo,sandra,trujillo,0000-0001-9714-0752,,,,,,
Sandra Trujillo,Sandra,Trujillo,0000-0003-3100-0102,Universidad de Granada,16741,Psychology,Ph.D. in psychology,2014,2020
Sandra Trujillo,Sandra,Trujillo,0000-0003-3100-0102,Universidad de Granada,16741,,Expert in Peace and Conflict,2013,2014
Sandra Trujillo,Sandra,Trujillo,0000-0003-3100-0102,Universidad de San Buenaventura- Medellín,27997,,Psychologist,2000,2013
Sandra Trujillo,Sandra,Trujillo,0000-0003-3100-0102,Universidad del Pais Vasco Escuela Universitaria de Magisterio de Donostia - San Sebastián,223347,,"Master Degree in Psychology, Individual, Organization and Culture",2010,2011
Sandra Trujillo,Sandra,Trujillo,0000-0003-3100-0102,Universidad de San Buenaventura- Medellín,27997,,Specialist in Organizational Psychology ,2005,2007
Sandra Trujillo,sandra rocio ,trujillo,0009-0001-2817-5617,,,,,,
Sandra Trujillo,Sandra Ximena ,Trujillo ,0009-0007-2259-6844,,,,,,
Sandra Trujillo,Sandra,Nodal Trujillo,0000-0002-2900-5089,,,,,,
Sandra Trujillo,Sandra,Trujillo Vicente,0009-0004-5049-8027,,,,,,
Sandra Trujillo,Sandra ,Trujillo Velez,0000-0003-2750-9424,,,,,,
Sandra Trujillo,Sandra ,Trujillo Pacheco,0000-0002-3472-8986,,,,,,
Sandra Trujillo,Sandra,Trujillo Sierra,0009-0004-5563-6281,,,,,,
Sandra Trujillo,sandra,trujillo vicente,0009-0009-5773-3778,,,,,,
Sandra Trujillo,Sandra,Ayala Trujillo  ,0000-0002-1579-7038,,,,,,
Sandra Trujillo,Sandra,Martínez Trujillo,0009-0004-1683-0401,,,,,,
Sandra Trujillo,Sandra ,Aburto. Trujillo,0009-0006-2911-9306,,,,,,
Sandra Trujillo,Sandra ,Trujillo Quispe,0000-0002-9833-3430,,,,,,
Sandra Trujillo,Sandra,Clara-Trujillo,0000-0002-6455-2993,Universidad Internacional de Valencia (VIU),,,M. S. in Bioinformatics,2022,2023
Sandra Trujillo,Sandra,Clara-Trujillo,0000-0002-6455-2993,Universitat Politécnica de Valencia,,Centre for Biomaterials and Tissue Engineering,Ph. D.  in Biotechnology,2018,2022
Sandra Trujillo,Sandra,Clara-Trujillo,0000-0002-6455-2993,Universitat de València (UV),,,M. S. in Molecular approaches In health sciences,2016,2017
Sandra Trujillo,Sandra,Clara-Trujillo,0000-0002-6455-2993,Universitat Politècnica de València,https://ror.org/01460j859,,B. S. in Biotechnology,2012,2016
Sandra Trujillo,Sandra Migdonia,Tovar Trujillo,0000-0002-5325-2725,,,,,,
Sandra Trujillo,Sandra Valeria,Soto Trujillo,0000-0001-7878-8035,,,,,,
Sandra Trujillo,SANDRA MILENA,GUALTERO TRUJILLO,0000-0003-3348-2387,,,,,,
Sandra Trujillo,SANDRA MILENA,TRUJILLO CUELLAR,0000-0001-8727-0916,,,,,,
Sandra Trujillo,Sandra Migdonia,Tovar Trujillo,0009-0006-7278-3237,,,,,,
Sandra Trujillo,Sandra Viviana ,TRUJILLO OLARTE ,0000-0002-9271-7257,,,,,,
Sandra Trujillo,Sandra Iris,Trujillo Jesús,0009-0008-7032-8219,Universidad Estatal del Valle de Ecatepec,https://ror.org/04vq0vq60,Laboratorio de Fitología ,Licenciatura,2013,2024
Sandra Trujillo,sandra lorena,trujillo vega,0000-0002-4992-4461,,,,,,
Sandra Trujillo,JACQUELINE SANDRA,HUARAC TRUJILLO,0000-0003-3417-7608,,,,,,
Sandra Trujillo,Sandra Milena ,Vivas Trujillo,0009-0001-7601-8114,,,,,,
Sandra Trujillo,Sandra Inés,Trujillo Juárez,0000-0001-8555-1116,Universidad Autónoma de Querétaro,https://ror.org/00v8fdc16,Facultad de Informática,Cursando el Doctorado en Innovación en Tecnología Educativa ,2024,
Sandra Trujillo,Sandra Inés,Trujillo Juárez,0000-0001-8555-1116,Universidad de Guadalajara Centro Universitario de Ciencias Sociales y Humanidades,113844,Departamento de Lenguas Modernas,Maestría en Enseñanza del Inglés como Lengua Extranjera,2019,2021
Sandra Trujillo,Sandra Inés,Trujillo Juárez,0000-0001-8555-1116,Secretaría de Educación Pública,http://dx.doi.org/10.13039/100010096,Ceneval Acuerdo 286,Licenciatura en la Enseñanza del Inglés,2012,2013
Sandra Trujillo,Sandra Magaly,Lipe Trujillo,0009-0001-2839-3702,,,,,,
Sandra Trujillo,Sandra Lorena,Giraldo-Trujillo,0009-0006-1645-608X,Universidad de Manizales,https://ror.org/031n6w191,Ciencias Sociales y humanas ,Magister en Desarrollo Infantil,2021,2023
Sandra Trujillo,Sandra Lorena,Giraldo-Trujillo,0009-0006-1645-608X,Universidad Autonoma de Manizales,https://ror.org/00jfare13,Ciencias para la Salud,Especialista en Auditoria en salud y Calidad,2012,2012
Sandra Trujillo,Sandra Lorena,Giraldo-Trujillo,0009-0006-1645-608X,Universidad de Caldas Facultad de Ciencias para la Salud,469539,Ciencias para la Salud,Enfermera Profesional,2005,2009
Sandra Trujillo,SANDRA MILENA,GRANADOS TRUJILLO,0009-0003-9209-3338,UNIVERSIDAD CUAUHTÉMOC,,AGUAS CALIENTES,DOCTORADO EN EDUCACIÓN,2025,
Sandra Trujillo,SANDRA MILENA,GRANADOS TRUJILLO,0009-0003-9209-3338,Universidad de Santander UDES,https://ror.org/04n6qsf08,Santander,Magíster en Gestión de la Tecnología Educativa,,2020
Sandra Trujillo,SANDRA MILENA,GRANADOS TRUJILLO,0009-0003-9209-3338,Universidad Pedagógica y Tecnológica de Colombia,https://ror.org/04vdmbk59,Boyacá,Licenciada en Lenguas Extranjeras,2001,2009
Sandra Trujillo,SANDRA MILENA,TRUJILLO PEÑA,0009-0008-6344-9426,Technological University of Pereira,https://ror.org/01d981710,,Doctorado en Literatura,2020,
Sandra Trujillo,Sandra Tahití,González Trujillo,0009-0007-0318-1512,,,,,,
Sandra Trujillo,Sandra Elizabeth,Trujillo Lévano ,0000-0002-9161-3499,,,,,,
Sandra Trujillo,Sandra Karina,De la Cruz Trujillo,0000-0001-5371-0629,Universidad Autónoma Metropolitana,http://dx.doi.org/10.13039/501100004173,Ciencias Sociales,Doctorado en Desarrollo rural,2021,2025
Sandra Trujillo,Sandra Karina,De la Cruz Trujillo,0000-0001-5371-0629,Universidad Autónoma Chapingo,27761,,,2016,2018
Sandra Trujillo,Sandra Karina,De la Cruz Trujillo,0000-0001-5371-0629,Universidad Autónoma de Chiapas,27762,,Lic. En Sociología,2007,2012
Isa Woo,Isa,Woo,0000-0002-8447-9236,University of Wisconsin Madison,5228,"Botany, Wetland Restoration focus",MS,,2000
Isa Woo,Isa,Woo,0000-0002-8447-9236,University of California Berkeley,1438,Integrative Biology,BA,,1997
Stephanie Yelenik,Stephanie,Yelenik,0000-0002-9011-0769,University of California Santa Barbara,8786,"Ecology, Evolution and Marine Biology",,2003,2008
Stephanie Yelenik,Stephanie,Yelenik,0000-0002-9011-0769,University of Cape Town,37716,Botany,,1998,2000
Stephanie Yelenik,Stephanie,Yelenik,0000-0002-9011-0769,University of California Berkeley,1438,Integrative Biology,,1993,1997
Patrick A. Bock,Florian Patrick,Bock,0000-0002-6976-8531,Ludwig Maximilian University of Munich,grid.5252.0,Biochemistry,Master of Science,2013,2016
Patrick A. Bock,patrick andrew,bock,0000-0003-4671-7472,,,,,,
Kelly Sherman Boyle,Kelly,Boyle,0000-0002-9548-5885,University of California Berkeley,1438,Education,PhD,2009,2013
Kelly Sherman Boyle,Kelly,Boyle,0000-0002-9548-5885,Middlebury College,5457,Psychology,BA,2002,2006
Kelly Sherman Boyle,Kelly,Boyle,0000-0003-4711-9503,University of Wisconsin School of Medicine and Public Health,grid.471391.9,,,2011,2015
Kelly Sherman Boyle,Kelly,Boyle,0000-0002-3638-2181,University of Hawaii,3939,Zoology,PhD,,2011
Kelly Sherman Boyle,Kelly,Boyle,0000-0002-3638-2181,California State University Fullerton,14666,Biological Science,M.S.,,2004
Heather S. Cooley,Heather,Tubbs Cooley,0000-0002-1662-1368,Cincinnati Children's Hospital Medical Center,,,Post-doctoral Fellow,2010,2013
Heather S. Cooley,Heather,Tubbs Cooley,0000-0002-1662-1368,University of Pennsylvania,54692,,Ph.D.,2006,2010
Heather S. Cooley,Heather,Tubbs Cooley,0000-0002-1662-1368,University of Pennsylvania,54692,,M.S.,2005,2006
Heather S. Cooley,Heather,Tubbs Cooley,0000-0002-1662-1368,Western Michigan University,,,B.S.,1998,2003
Heather S. Cooley,Heather,Cooley,0000-0002-9369-4683,,,,,,
Erica A. Garcia,Erica,Garcia,0000-0002-1186-9700,,,,,,
Erica A. Garcia,Erica,Garcia-Pittman,0000-0002-6835-1910,University of Washington School of Medicine,12353,Psychiatry and Behavioral Sciences,Geriatric Psychiatry Fellowship,2008,2009
Erica A. Garcia,Erica,Garcia-Pittman,0000-0002-6835-1910,University of Texas Southwestern Medical Center,http://dx.doi.org/10.13039/100007914,Psychiatry,Psychiatry Residency,2004,2008
Erica A. Garcia,Erica,Garcia-Pittman,0000-0002-6835-1910,The University of Texas Health Science Center at San Antonio Joe R and Teresa Lozano Long School of Medicine,12345,,MD,2000,2004
Erica A. Garcia,Erica,Garcia-Pittman,0000-0002-6835-1910,Rice University,grid.21940.3e,Chemistry,BA,1996,2000
Erica A. Garcia,ERICA ,GARCIA GARCIA,0009-0003-3602-5162,,,,,,
Erica A. Garcia,Erica,Saldivar Garcia,0000-0002-6559-1695,University of Pennsylvania,,"Reading, Writing, Literacy ","MS.Ed., Ed.D. ",2012,2019
Erica A. Garcia,Erica,Saldivar Garcia,0000-0002-6559-1695,Wellesley Colelge,,"Economics, Spanish",B.A.,2008,2012
Erica A. Garcia,Erica,Garcia,0000-0002-2617-5277,,,,,,
Erica A. Garcia,Erica,Garcia,0000-0001-9008-2350,,,,,,
Erica A. Garcia,Erica,Garcia,0000-0002-6062-0872,,,,,,
Erica A. Garcia,Erica,Garcia,0000-0002-4611-5618,,,,,,
Erica A. Garcia,Erica,Garcia,0000-0002-3366-8213,,,,,,
Erica A. Garcia,Erica,Garcia,0000-0002-5128-6761,,,,,,
Erica A. Garcia,Erica,Garcia,0009-0001-8977-893X,,,,,,
Erica A. Garcia,Erica,Rossi Garcia,0009-0006-2441-6483,,,,,,
Erica A. Garcia,Erica ,Garcia Lezcano,0000-0002-3328-7875,,,,,,
Erica A. Garcia,Erica ,Garcia Hernandez ,0009-0000-8818-0453,,,,,,
Erica A. Garcia,Erica,Garcia-Thomas,0009-0002-5475-971X,,,,,,
Erica A. Garcia,Erica,Garcia-Verellen,0009-0004-7658-5241,Universitat Oberta de Catalunya,https://ror.org/01f5wp925,,Master’s Degree in Bioinformatics and Biostatistics,2023,2025
Erica A. Garcia,Erica,Garcia-Verellen,0009-0004-7658-5241,Universitat de València,https://ror.org/043nxc105,,Master’s Degree in Basic and Applied Neurosciences,2022,2023
Erica A. Garcia,Erica,Garcia Badaracco,0000-0003-0860-766X,,,,,,
Erica A. Garcia,PRINCESS ERICA,GARCIA,0000-0001-8943-7855,Pamantasan ng Lungsod ng Muntinlupa,628449,COLLEGE OF MEDICINE,DOCTOR OF MEDICINE,2022,2023
Erica A. Garcia,Erica,Garcia França Lopes,0000-0002-8414-3759,"Instituto Federal de Educação, Ciência e Tecnologia do Maranhão",https://ror.org/05rm1p636,,Pós graduação,2024,2026
Erica A. Garcia,Erica,Garcia França Lopes,0000-0002-8414-3759,Instituto Federal de Educação Ciência e Tecnologia do Maranhão,74353,,Graduação,2018,2024
Erica A. Garcia,Erica Evelin ,Rojas Garcia ,0000-0002-1605-5765,,,,,,
Erica A. Garcia,Erica Ruth,Alcedo Garcia,0000-0002-1251-5533,,,,,,
Erica A. Garcia,Analiz Erica ,Garcia Mendizabal,0009-0003-7102-0543,,,,,,
Erica A. Garcia,Erica Danuska,Cornejo Garcia,0009-0004-0152-0339,,,,,,
Erica A. Garcia,Janne Erica,Velarde Garcia,0009-0000-5683-3667,,,,,,
Jonathan S.F. Lee,Jonathan,Lee,0000-0001-6981-6057,,,,,,
Jonathan S.F. Lee,Jonathan,Lee,0000-0002-4410-929X,,,,,,
Jonathan S.F. Lee,Jonathan,Lee,0000-0001-8036-2922,,,,,,
Jonathan S.F. Lee,Jonathan,Lee,0000-0002-4967-1302,,,,,,
Jonathan S.F. Lee,Jonathan,Lee,0000-0002-5622-0112,,,,,,
Jonathan S.F. Lee,Jonathan,Lee,0000-0002-7940-1290,,,,,,
Jonathan S.F. Lee,Jonathan,Lee,0000-0001-7395-281X,,,,,,
Jonathan S.F. Lee,Jonathan,Lee,0000-0002-3221-5976,Simon Fraser University,1763,Chemistry,MSc,2009,2013
Jonathan S.F. Lee,Jonathan,Lee,0000-0002-3221-5976,Western University,6221,Chemistry,BSc,2005,2009
Jonathan S.F. Lee,Jonathan,Lee,0000-0002-7325-4146,,,,,,
Jonathan S.F. Lee,Jonathan,Lee,0000-0003-0106-9299,,,,,,
Jonathan S.F. Lee,Jonathan,Lee,0000-0002-8802-1273,,,,,,
Jonathan S.F. Lee,Jonathan,Lee,0000-0002-4813-0862,,,,,,
Jonathan S.F. Lee,Jonathan,Lee,0000-0002-8485-004X,,,,,,
Jonathan S.F. Lee,Jonathan ,Lee,0000-0002-9543-958X,,,,,,
Jonathan S.F. Lee,Jonathan,Lee,0000-0001-9374-7610,,,,,,
Jonathan S.F. Lee,Jonathan,Lee,0000-0003-4502-1115,,,,,,
Jonathan S.F. Lee,Jonathan,Lee,0000-0001-7764-0506,,,,,,
Jonathan S.F. Lee,Jonathan,Lee,0000-0002-0111-3475,University of Oklahoma Health Sciences Center,6186,,MD,2012,2016
Jonathan S.F. Lee,Jonathan,Lee,0000-0002-0111-3475,California Institute of Technology,6469,Electrical and Computer Engineering,"BS, MS",2000,2006
Jonathan S.F. Lee,Jonathan,Lee,0000-0002-7941-5684,,,,,,
Jonathan S.F. Lee,Jonathan,Lee,0000-0002-1398-629X,,,,,,
Jonathan S.F. Lee,Jonathan,Lee,0000-0002-9680-805X,,,,,,
Jonathan S.F. Lee,Jonathan,Lee,0009-0000-0067-1144,,,,,,
Jonathan S.F. Lee,Jonathan,Lee,0000-0003-1575-7711,University of Cambridge,2152,DPMMS,PhD,2012,
Jonathan S.F. Lee,Jonathan,Lee,0000-0003-1575-7711,University of Cambridge,2152,DPMMS,BA / MMath,2008,2012
Jonathan S.F. Lee,Jonathan,Lee,0000-0002-3551-9465,Brown University Warren Alpert Medical School,12321,,,,
Jonathan S.F. Lee,Jonathan,Lee,0009-0009-8470-1528,,,,,,
Jonathan S.F. Lee,Jonathan,Lee,0000-0002-2448-6880,Yale University,https://ror.org/03v76x132,Chemical and Environmental Engineering,Doctoral Student,2023,
Jonathan S.F. Lee,Jonathan,Lee,0000-0002-2448-6880,University of Pennsylvania,http://dx.doi.org/10.13039/100006920,Department of Chemical and Biomolecular Engineering,Doctoral Student,2022,2023
Jonathan S.F. Lee,Jonathan,Lee,0000-0002-2448-6880,University of Michigan,1259,Department of Chemical Engineering,Bachelor's in Science and Engineering,2015,2021
Jonathan S.F. Lee,Jonathan,Lee,0000-0001-8880-8570,,,,,,
Jonathan S.F. Lee,Jonathan,Lee,0000-0002-7627-7829,,,,,,
Jonathan S.F. Lee,Jonathan,Lee,0000-0002-6492-0792,,,,,,
Jonathan S.F. Lee,Jonathan,Lee,0000-0001-7626-8386,,,,,,
Jonathan S.F. Lee,Jonathan,Lee,0009-0004-0599-9818,Swinburne University of Technology,https://ror.org/031rekg67,,Bachelor of Health Science (Biomedical & Clinical Technologies),,2020
Jonathan S.F. Lee,Jonathan,Lee,0000-0001-7021-0714,,,,,,
Jonathan S.F. Lee,Jonathan,Lee,0000-0003-2196-7862,,,,,,
Jonathan S.F. Lee,Jonathan,Lee,0000-0002-5387-2852,Duke University,grid.26009.3d,Computer Science and Statistics,Bachelor of Science,2019,2023
Jonathan S.F. Lee,Jonathan,Lee,0000-0002-4614-2448,,,,,,
Jonathan S.F. Lee,Jonathan,Lee,0000-0002-9419-2116,,,,,,
Jonathan S.F. Lee,Jonathan,Lee,0009-0003-7406-5173,,,,,,
Jonathan S.F. Lee,Jonathan,Lee,0009-0000-8923-5129,,,,,,
Jonathan S.F. Lee,Jonathan,Lee,0000-0003-4750-3476,,,,,,
Jonathan S.F. Lee,Jonathan,Lee,0000-0003-0388-0368,,,,,,
Jonathan S.F. Lee,Jonathan,lee,0009-0000-5365-7151,,,,,,
Jonathan S.F. Lee,Jonathan,Lee,0000-0002-1828-1707,,,,,,
Jonathan S.F. Lee,Jonathan ,Lee,0009-0002-9417-3262,,,,,,
Jonathan S.F. Lee,Jonathan,Lee,0000-0003-3932-761X,Rice University,http://dx.doi.org/10.13039/100007863,Mechanical Engineering & Materials Science,Ph.D.,2006,2011
Jonathan S.F. Lee,Jonathan,Lee,0000-0003-3932-761X,Rice University,http://dx.doi.org/10.13039/100007863,Mechanical Engineering & Materials Science,M.S.,2006,2009
Jonathan S.F. Lee,Jonathan,Lee,0000-0003-3932-761X,"University of California, Berkeley",grid.47840.3f,Engineering Physics,B.S.,2002,2006
Jonathan S.F. Lee,Jonathan,Lee,0000-0001-8610-2400,Royal Holloway University of London Department of Geography,244878,,PhD,2000,2003
Jonathan S.F. Lee,Jonathan,Lee,0000-0001-8610-2400,Royal Holloway University of London Department of Geography,244878,,MSc Quaternary Science,1998,1999
Jonathan S.F. Lee,Jonathan,Lee,0000-0001-8610-2400,Kingston University,4264,Earth Sciences,BSc Hons Geology & Geography,1994,1997
Jonathan S.F. Lee,Jonathan,Lee,0000-0002-8477-8025,,,,,,
Jonathan S.F. Lee,Jonathan,Lee,0000-0002-5026-1378,Auburn University,https://ror.org/02v80fc35,,,,
Jonathan S.F. Lee,Jonathan,Lee,0000-0002-5026-1378,Baruch College,https://ror.org/023qavy03,,,,
Jonathan S.F. Lee,Jonathan,Lee,0000-0002-5026-1378,Florida State University,https://ror.org/05g3dte14,,,,
Jonathan S.F. Lee,Jonathan,Lee,0009-0004-9330-6881,,,,,,
Jonathan S.F. Lee,Jonathan,Lee,0009-0009-8590-2559,,,,,,
Jonathan S.F. Lee,Jonathan,Lee,0000-0002-9546-5294,University of Southern California,,Molecular and Computational Biology,PhD,,
Jonathan S.F. Lee,Jonathan,Lee,0000-0001-8606-8556,,,,,,
Jonathan S.F. Lee,Jonathan,Lee,0009-0006-2808-7154,,,,,,
Jonathan S.F. Lee,Jonathan,Lee,0000-0002-5316-6069,,,,,,
Jonathan S.F. Lee,Jonathan,Lee,0009-0002-8776-7986,,,,,,
Jonathan S.F. Lee,Jonathan,Lee,0009-0000-8633-4869,,,,,,
Jonathan S.F. Lee,Jonathan,Lee,0000-0002-5178-391X,,,,,,
Jonathan S.F. Lee,Jonathan,Lee,0009-0006-3975-0927,,,,,,
Jonathan S.F. Lee,Jonathan,Lee,0009-0007-7370-7612,,,,,,
Jonathan S.F. Lee,Jonathan,Lee,0000-0001-5977-691X,Humboldt State University,https://ror.org/02qt0xs84,Biology,M.A.,1983,1990
Jonathan S.F. Lee,Jonathan,Lee,0000-0001-5977-691X,SUNY New Paltz,,Biology,B.A.,1973,1977
Jonathan S.F. Lee,Jonathan,Lee,0009-0002-1452-1555,,,,,,
Jonathan S.F. Lee,Jonathan,Lee,0009-0004-2062-9858,,,,,,
Jonathan S.F. Lee,Jonathan,Lee,0000-0002-6976-1831,National University of Singapore,37580,,Ph.D.,,
Jonathan S.F. Lee,JONATHAN,LEE,0000-0001-6860-4802,Texas A&M University,14736,Computer Science,PhD,1989,1993
Jonathan S.F. Lee,Jonathan,Lee,0000-0002-1113-8799,University of Central Florida,6243,Physics,PhD,,2018
Jonathan S.F. Lee,Jonathan,Lee,0009-0003-1911-7057,,,,,,
Jonathan S.F. Lee,Jonathan,Lee,0000-0001-7752-1742,,,,,,
Jonathan S.F. Lee,Jonathan,Lee,0000-0002-9678-2603,,,,,,
Jonathan S.F. Lee,Jonathan,Lee,0009-0003-5041-8579,,,,,,
Jonathan S.F. Lee,Jonathan,Lee,0000-0002-5955-5145,,,,,,
Jonathan S.F. Lee,Jonathan,Lee,0000-0003-2163-8348,Rush University Medical Center,https://ror.org/01j7c0b24,Medicine,"Residency, Internal Medicine",2024,2027
Jonathan S.F. Lee,Jonathan,Lee,0000-0003-2163-8348,Loyola University Chicago Stritch School of Medicine,12248,,Doctor of Medicine,2020,2024
Jonathan S.F. Lee,Jonathan,Lee,0000-0003-2163-8348,University of Washington,7284,,Bachelor of Science,2014,2018
Jonathan S.F. Lee,Jonathan,Lee,0000-0002-3509-6589,,,,,,
Jonathan S.F. Lee,Jonathan,Lee,0009-0002-0355-5362,,,,,,
Jonathan S.F. Lee,Jonathan,Lee,0009-0003-0704-9245,,,,,,
Jonathan S.F. Lee,Jonathan ,Lee,0009-0007-4601-9742,,,,,,
Jonathan S.F. Lee,Jonathan,Lee,0000-0002-9768-5338,,,,,,
Jonathan S.F. Lee,Jonathan,Lee,0009-0006-8692-2189,,,,,,
Jonathan S.F. Lee,Jonathan,Lee,0009-0004-3010-1934,,,,,,
Jonathan S.F. Lee,Jonathan,Lee,0009-0002-9984-6171,,,,,,
Jonathan S.F. Lee,Jonathan,Lee,0000-0002-2284-2482,University of Cambridge,https://ror.org/013meh722,,MA (Hons),1997,2020
Jonathan S.F. Lee,Jonathan,Lee,0000-0002-2284-2482,University of Cambridge,https://ror.org/013meh722,Department of Experimental Psychology,PhD,2000,2003
Jonathan S.F. Lee,Jonathan,Lee,0000-0001-7316-7643,,,,,,
Jonathan S.F. Lee,Jonathan,Lee,0000-0002-1083-2172,North Carolina State University,https://ror.org/04tj63d06,Economics,Ph.D.,2007,2012
Jonathan S.F. Lee,Jonathan,Lee,0000-0002-9224-6424,,,,,,
Jonathan S.F. Lee,Jonathan,Lee,0000-0001-9003-8456,,,,,,
Jonathan S.F. Lee,Jonathan,Lee,0000-0001-5220-1275,Keck School of Medicine of USC,,,MD,2020,2024
Jonathan S.F. Lee,Jonathan,Lee,0009-0002-7132-8305,,,,,,
Jonathan S.F. Lee,Jonathan ,Lee,0009-0005-7414-5215,,,,,,
Jonathan S.F. Lee,Jonathan,Lee,0000-0003-3335-7834,University of California Berkeley,1438,Energy and Resources,PhD,2018,2022
Jonathan S.F. Lee,Jonathan,Lee,0000-0003-3335-7834,"University of California, Berkeley",https://ror.org/01an7q238,Electrical Engineering and Computer Science,MS,2018,2022
Jonathan S.F. Lee,Jonathan,Lee,0000-0003-3335-7834,University of California Berkeley,1438,Energy and Resources,MS,2016,2018
Jonathan S.F. Lee,Jonathan,Lee,0000-0003-3335-7834,University of California Berkeley,1438,Electrical Engineering and Computer Science,BS,2009,2013
Jonathan S.F. Lee,Jonathan,Lee,0000-0003-3335-7834,University of California Berkeley,1438,Environmental Economics and Policy,BS,2009,2013
